Bird_ID,Tagged_By,Recovery_Time_days,Observation_Counts
B8428,Researcher_C,60,17
B8430,Researcher_A,10,66
B8431,Researcher_C,92,76
B8433,Researcher_B,5,47
B8434,Researcher_C,80,41
B8435,Researcher_C,48,39
B8436,Researcher_C,6,27
B8437,Researcher_C,9,90
B8438,Researcher_C,46,77
B8439,Researcher_B,30,17
B8440,Researcher_B,94,28
B8444,Researcher_B,72,80
B8446,Researcher_B,6,72
B8448,Researcher_C,115,96
B8450,Researcher_B,29,78
B8452,Researcher_B,104,50
B8453,Researcher_B,79,17
B8454,Researcher_C,80,23
B8455,Researcher_C,52,85
B8458,Researcher_B,71,60
B8461,Researcher_C,102,76
B8463,Researcher_B,102,67
B8467,Researcher_C,10,49
B8468,Researcher_C,29,39
B8470,Researcher_A,6,53
B8472,Researcher_A,20,77
B8475,Researcher_A,119,46
B8476,Researcher_C,70,29
B8477,Researcher_C,59,62
B8478,Researcher_A,94,69
B8481,Researcher_B,103,95
B8482,Researcher_C,59,58
B8483,Researcher_A,98,42
B8484,Researcher_C,108,16
B8485,Researcher_B,81,54
B8488,Researcher_A,52,60
B8489,Researcher_A,78,66
B8490,Researcher_B,51,84
B8493,Researcher_A,24,53
B8495,Researcher_B,47,52
B8496,Researcher_A,92,79
B8497,Researcher_A,74,96
B8500,Researcher_B,116,59
B8504,Researcher_B,86,24
B8506,Researcher_B,45,89
B8507,Researcher_B,118,87
B8508,Researcher_B,71,2
B8511,Researcher_C,102,5
B8514,Researcher_A,61,25
B8517,Researcher_B,43,27
B8521,Researcher_A,96,66
B8524,Researcher_C,17,73
B8525,Researcher_C,112,16
B8526,Researcher_C,6,20
B8527,Researcher_C,114,90
B8534,Researcher_C,11,68
B8535,Researcher_C,3,7
B8536,Researcher_C,19,41
B8538,Researcher_C,53,55
B8540,Researcher_B,26,68
B8541,Researcher_C,23,65
B8542,Researcher_A,19,98
B8543,Researcher_A,61,90
B8544,Researcher_C,75,81
B8546,Researcher_C,13,31
B8548,Researcher_B,11,34
B8553,Researcher_A,118,56
B8556,Researcher_B,49,63
B8559,Researcher_A,92,53
B8560,Researcher_C,17,99
B8562,Researcher_A,107,39
B8565,Researcher_B,113,72
B8567,Researcher_A,91,68
B8568,Researcher_A,26,29
B8572,Researcher_A,87,5
B8575,Researcher_B,20,65
B8577,Researcher_B,82,96
B8579,Researcher_A,97,44
B8580,Researcher_C,64,3
B8582,Researcher_A,102,11
B8583,Researcher_C,42,21
B8585,Researcher_C,101,75
B8586,Researcher_B,7,19
B8588,Researcher_B,107,1
B8589,Researcher_B,100,55
B8590,Researcher_C,15,7
B8592,Researcher_A,23,10
B8593,Researcher_B,50,87
B8594,Researcher_A,103,11
B8595,Researcher_B,62,94
B8597,Researcher_C,41,76
B8599,Researcher_A,97,91
B8600,Researcher_C,107,83
B8601,Researcher_B,4,18
B8602,Researcher_B,7,44
B8604,Researcher_B,90,47
B8605,Researcher_C,79,84
B8607,Researcher_C,90,10
B8610,Researcher_C,9,26
B8618,Researcher_B,89,39
B8621,Researcher_A,64,41
B8622,Researcher_A,92,43
B8623,Researcher_A,114,62
B8624,Researcher_A,13,10
B8627,Researcher_B,119,52
B8628,Researcher_A,53,86
B8632,Researcher_B,99,98
B8633,Researcher_C,19,20
B8637,Researcher_B,98,91
B8638,Researcher_B,118,71
B8639,Researcher_C,12,34
B8640,Researcher_B,42,95
B8642,Researcher_B,61,51
B8644,Researcher_C,8,98
B8645,Researcher_B,50,21
B8648,Researcher_C,87,98
B8654,Researcher_C,66,75
B8660,Researcher_C,49,12
B8662,Researcher_B,110,81
B8663,Researcher_A,47,70
B8664,Researcher_A,108,88
B8666,Researcher_B,42,32
B8668,Researcher_A,96,70
B8669,Researcher_B,24,22
B8670,Researcher_C,30,49
B8671,Researcher_A,39,1
B8672,Researcher_B,27,50
B8673,Researcher_B,85,10
B8675,Researcher_B,8,51
B8676,Researcher_A,56,74
B8680,Researcher_A,54,54
B8682,Researcher_B,36,84
B8685,Researcher_B,12,43
B8688,Researcher_C,42,86
B8690,Researcher_A,79,20
B8693,Researcher_C,29,29
B8698,Researcher_C,72,19
B8699,Researcher_A,38,63
B8700,Researcher_C,90,24
B8701,Researcher_B,37,43
B8703,Researcher_B,41,17
B8708,Researcher_B,88,76
B8711,Researcher_C,66,49
B8713,Researcher_A,56,56
B8714,Researcher_A,37,55
B8716,Researcher_A,74,84
B8717,Researcher_C,22,24
B8718,Researcher_B,114,68
B8719,Researcher_C,54,54
B8723,Researcher_A,73,11
B8724,Researcher_C,42,39
B8725,Researcher_A,29,38
B8726,Researcher_C,51,87
B8727,Researcher_C,99,23
B8731,Researcher_C,50,10
B8734,Researcher_A,22,92
B8736,Researcher_A,53,13
B8737,Researcher_C,84,5
B8738,Researcher_B,76,53
B8742,Researcher_C,107,62
B8745,Researcher_C,30,96
B8746,Researcher_A,102,23
B8748,Researcher_B,10,45
B8749,Researcher_B,70,60
B8751,Researcher_A,43,99
B8753,Researcher_A,100,53
B8754,Researcher_B,96,22
B8761,Researcher_C,81,56
B8762,Researcher_C,116,14
B8764,Researcher_C,34,84
B8765,Researcher_B,52,92
B8768,Researcher_B,119,81
B8771,Researcher_B,94,98
B8772,Researcher_C,36,97
B8773,Researcher_C,114,4
B8775,Researcher_B,12,27
B8776,Researcher_C,27,23
B8778,Researcher_B,46,26
B8780,Researcher_A,106,72
B8781,Researcher_B,74,26
B8782,Researcher_A,8,15
B8786,Researcher_A,56,27
B8787,Researcher_C,28,68
B8791,Researcher_C,25,80
B8792,Researcher_A,85,20
B8794,Researcher_C,89,96
B8796,Researcher_A,11,94
B8799,Researcher_A,68,32
B8801,Researcher_C,87,39
B8802,Researcher_A,24,84
B8803,Researcher_C,119,2
B8807,Researcher_C,105,51
B8808,Researcher_B,48,28
B8809,Researcher_B,33,43
B8812,Researcher_C,12,72
B8814,Researcher_B,6,35
B8817,Researcher_C,80,80
B8820,Researcher_A,53,27
B8822,Researcher_C,23,89
B8823,Researcher_C,17,1
B8824,Researcher_B,41,19
B8825,Researcher_A,59,39
B8826,Researcher_C,14,37
B8827,Researcher_C,112,53
B8828,Researcher_B,89,1
B8831,Researcher_A,47,27
B8832,Researcher_A,36,82
B8833,Researcher_B,14,63
B8834,Researcher_A,6,77
B8835,Researcher_A,26,56
B8836,Researcher_B,4,41
B8837,Researcher_C,49,7
B8845,Researcher_A,46,53
B8846,Researcher_C,95,28
B8847,Researcher_B,40,71
B8848,Researcher_B,51,46
B8849,Researcher_B,74,30
B8850,Researcher_B,106,84
B8851,Researcher_A,95,18
B8855,Researcher_A,87,47
B8856,Researcher_B,100,24
B8857,Researcher_A,88,77
B8858,Researcher_C,82,37
B8862,Researcher_A,116,2
B8869,Researcher_B,55,58
B8870,Researcher_B,4,98
B8872,Researcher_C,110,44
B8873,Researcher_A,96,83
B8877,Researcher_B,91,95
B8880,Researcher_A,7,4
B8881,Researcher_C,59,31
B8882,Researcher_A,5,35
B8884,Researcher_A,91,99
B8885,Researcher_A,32,25
B8887,Researcher_B,58,54
B8888,Researcher_B,61,37
B8889,Researcher_A,64,69
B8896,Researcher_A,110,44
B8900,Researcher_A,10,26
B8901,Researcher_B,63,26
B8906,Researcher_A,67,50
B8909,Researcher_C,64,91
B8910,Researcher_B,52,61
B8911,Researcher_C,87,38
B8913,Researcher_C,110,9
B8917,Researcher_C,106,30
B8920,Researcher_C,33,61
B8921,Researcher_B,103,45
B8922,Researcher_B,82,40
B8923,Researcher_C,111,19
B8924,Researcher_C,48,74
B8927,Researcher_C,21,1
B8928,Researcher_A,51,43
B8931,Researcher_C,117,73
B8933,Researcher_B,8,51
B8937,Researcher_C,76,36
B8942,Researcher_A,77,14
B8943,Researcher_C,72,52
B8945,Researcher_B,37,21
B8947,Researcher_B,84,80
B8951,Researcher_B,6,30
B8952,Researcher_B,50,13
B8955,Researcher_B,15,59
B8956,Researcher_C,55,32
B8957,Researcher_A,92,96
B8959,Researcher_A,54,46
B8960,Researcher_C,48,61
B8961,Researcher_A,40,20
B8965,Researcher_B,69,3
B8968,Researcher_A,66,63
B8970,Researcher_B,89,90
B8976,Researcher_A,27,38
B8980,Researcher_C,18,6
B8982,Researcher_B,63,32
B8983,Researcher_C,38,15
B8985,Researcher_A,113,81
B8990,Researcher_A,115,42
B8992,Researcher_B,25,64
B8998,Researcher_A,107,28
B9000,Researcher_C,51,97
B9003,Researcher_C,49,68
B9007,Researcher_A,70,76
B9010,Researcher_A,90,31
B9012,Researcher_C,66,77
B9016,Researcher_B,54,51
B9017,Researcher_C,31,8
B9018,Researcher_C,112,58
B9021,Researcher_B,73,88
B9023,Researcher_C,106,36
B9026,Researcher_B,54,11
B9031,Researcher_B,70,2
B9033,Researcher_C,10,40
B9041,Researcher_B,94,77
B9043,Researcher_A,112,23
B9044,Researcher_A,86,32
B9049,Researcher_C,63,82
B9050,Researcher_C,94,16
B9054,Researcher_C,70,55
B9055,Researcher_C,28,39
B9056,Researcher_B,107,59
B9060,Researcher_B,75,60
B9061,Researcher_B,99,81
B9062,Researcher_B,96,68
B9063,Researcher_B,64,87
B9064,Researcher_B,67,33
B9068,Researcher_C,2,90
B9070,Researcher_C,68,4
B9074,Researcher_C,30,39
B9075,Researcher_C,15,69
B9078,Researcher_B,30,92
B9081,Researcher_B,82,64
B9083,Researcher_A,17,7
B9088,Researcher_C,28,59
B9089,Researcher_A,32,39
B9090,Researcher_A,32,92
B9091,Researcher_C,114,86
B9094,Researcher_C,47,19
B9095,Researcher_C,32,32
B9096,Researcher_C,85,19
B9097,Researcher_A,80,17
B9099,Researcher_A,29,47
B9100,Researcher_B,45,40
B9103,Researcher_C,97,22
B9104,Researcher_B,59,55
B9105,Researcher_C,92,24
B9108,Researcher_C,50,48
B9109,Researcher_A,51,48
B9112,Researcher_C,88,58
B9118,Researcher_A,36,52
B9120,Researcher_B,84,34
B9124,Researcher_B,57,65
B9126,Researcher_B,63,12
B9127,Researcher_B,78,94
B9128,Researcher_A,89,56
B9131,Researcher_C,43,68
B9132,Researcher_A,3,85
B9135,Researcher_B,9,36
B9137,Researcher_C,37,95
B9138,Researcher_A,1,34
B9139,Researcher_A,17,37
B9144,Researcher_B,96,16
B9147,Researcher_C,4,18
B9148,Researcher_A,72,85
B9149,Researcher_B,53,3
B9150,Researcher_B,95,7
B9153,Researcher_A,63,37
B9155,Researcher_A,78,30
B9156,Researcher_B,105,86
B9158,Researcher_B,3,70
B9159,Researcher_B,68,97
B9161,Researcher_B,29,93
B9162,Researcher_A,3,67
B9164,Researcher_A,109,74
B9166,Researcher_C,108,92
B9167,Researcher_A,53,5
B9168,Researcher_C,51,2
B9170,Researcher_C,78,68
B9173,Researcher_A,81,49
B9174,Researcher_A,98,93
B9178,Researcher_B,34,98
B9180,Researcher_A,29,64
B9181,Researcher_B,3,3
B9182,Researcher_C,103,90
B9183,Researcher_B,70,23
B9184,Researcher_B,17,77
B9186,Researcher_A,99,63
B9188,Researcher_B,88,44
B9191,Researcher_B,48,84
B9192,Researcher_A,89,31
B9194,Researcher_C,36,82
B9197,Researcher_B,38,15
B9200,Researcher_B,56,87
B9207,Researcher_C,34,8
B9208,Researcher_A,49,42
B9209,Researcher_A,39,87
B9212,Researcher_C,46,98
B9216,Researcher_C,40,60
B9221,Researcher_C,54,79
B9222,Researcher_A,56,66
B9224,Researcher_A,14,8
B9229,Researcher_B,17,66
B9233,Researcher_B,96,56
B9237,Researcher_B,3,69
B9238,Researcher_B,97,5
B9240,Researcher_B,108,88
B9242,Researcher_B,42,63
B9245,Researcher_C,24,36
B9246,Researcher_C,100,70
B9249,Researcher_C,66,53
B9250,Researcher_C,102,34
B9251,Researcher_A,37,68
B9252,Researcher_A,96,67
B9254,Researcher_C,93,33
B9259,Researcher_B,5,18
B9260,Researcher_C,64,22
B9261,Researcher_B,97,10
B9262,Researcher_A,76,1
B9263,Researcher_C,3,52
B9264,Researcher_A,79,3
B9268,Researcher_B,94,83
B9269,Researcher_B,6,41
B9270,Researcher_A,9,1
B9273,Researcher_A,103,81
B9274,Researcher_C,21,88
B9275,Researcher_C,117,87
B9276,Researcher_A,41,86
B9277,Researcher_A,84,94
B9278,Researcher_B,52,44
B9279,Researcher_B,80,52
B9280,Researcher_A,59,92
B9286,Researcher_C,60,5
B9287,Researcher_B,23,93
B9294,Researcher_A,110,89
B9296,Researcher_B,24,71
B9297,Researcher_B,46,67
B9300,Researcher_B,14,96
B9301,Researcher_B,85,38
B9303,Researcher_B,83,12
B9304,Researcher_C,40,95
B9305,Researcher_C,54,41
B9313,Researcher_C,100,14
B9315,Researcher_A,10,68
B9316,Researcher_A,104,39
B9320,Researcher_C,32,94
B9322,Researcher_A,24,44
B9323,Researcher_A,109,71
B9325,Researcher_B,113,93
B9326,Researcher_A,79,90
B9328,Researcher_C,97,38
B9329,Researcher_B,68,5
B9333,Researcher_B,107,22
B9334,Researcher_A,14,50
B9335,Researcher_C,56,99
B9336,Researcher_A,58,65
B9341,Researcher_A,50,51
B9342,Researcher_B,116,11
B9343,Researcher_A,62,61
B9346,Researcher_B,106,29
B9347,Researcher_B,5,82
B9348,Researcher_A,82,85
B9353,Researcher_C,43,99
B9354,Researcher_C,58,67
B9355,Researcher_B,19,32
B9357,Researcher_B,40,42
B9360,Researcher_C,75,99
B9361,Researcher_A,106,61
B9362,Researcher_C,52,33
B9364,Researcher_B,76,96
B9366,Researcher_C,23,73
B9367,Researcher_C,35,68
B9368,Researcher_A,81,27
B9369,Researcher_C,101,61
B9373,Researcher_B,64,69
B9376,Researcher_B,100,67
B9377,Researcher_C,101,59
B9380,Researcher_A,44,59
B9382,Researcher_B,91,96
B9383,Researcher_B,101,52
B9384,Researcher_B,28,17
B9388,Researcher_A,95,52
B9389,Researcher_C,42,54
B9393,Researcher_A,90,79
B9394,Researcher_C,107,22
B9395,Researcher_A,82,48
B9398,Researcher_C,73,43
B9399,Researcher_C,41,51
B9401,Researcher_C,16,37
B9402,Researcher_C,51,24
B9404,Researcher_A,32,33
B9408,Researcher_C,73,58
B9409,Researcher_B,49,56
B9410,Researcher_C,56,3
B9411,Researcher_B,36,64
B9414,Researcher_B,31,95
B9417,Researcher_B,28,90
B9418,Researcher_C,79,59
B9419,Researcher_A,38,35
B9423,Researcher_B,117,79
B9426,Researcher_C,10,9
B9432,Researcher_B,101,78
B9433,Researcher_C,58,52
B9434,Researcher_A,19,15
B9435,Researcher_A,77,8
B9437,Researcher_A,102,25
B9438,Researcher_A,54,84
B9439,Researcher_A,58,51
B9440,Researcher_C,101,3
B9441,Researcher_B,18,42
B9442,Researcher_A,66,92
B9443,Researcher_A,23,78
B9445,Researcher_B,95,78
B9446,Researcher_C,106,9
B9447,Researcher_B,45,60
B9451,Researcher_A,107,47
B9456,Researcher_B,109,70
B9457,Researcher_A,17,89
B9459,Researcher_C,39,98
B9460,Researcher_A,69,98
B9461,Researcher_A,68,41
B9465,Researcher_A,65,81
B9466,Researcher_A,109,34
B9467,Researcher_B,101,72
B9469,Researcher_B,52,63
B9472,Researcher_C,29,31
B9473,Researcher_A,73,19
B9475,Researcher_A,23,55
B9479,Researcher_C,88,72
B9480,Researcher_A,105,60
B9482,Researcher_C,39,68
B9483,Researcher_A,2,70
B9486,Researcher_B,119,95
B9487,Researcher_C,54,23
B9488,Researcher_C,25,59
B9489,Researcher_B,28,12
B9493,Researcher_A,28,85
B9494,Researcher_C,45,71
B9498,Researcher_B,75,63
B9500,Researcher_B,117,65
B9503,Researcher_C,88,78
B9504,Researcher_A,68,65
B9505,Researcher_A,30,36
B9506,Researcher_C,30,92
B9507,Researcher_A,96,39
B9510,Researcher_B,102,1
B9513,Researcher_B,97,74
B9514,Researcher_B,74,55
B9516,Researcher_B,42,82
B9518,Researcher_A,56,40
B9520,Researcher_B,87,66
B9523,Researcher_B,20,83
B9525,Researcher_C,92,80
B9529,Researcher_C,69,7
B9530,Researcher_A,104,5
B9532,Researcher_A,85,19
B9537,Researcher_B,119,8
B9538,Researcher_B,48,26
B9541,Researcher_C,19,43
B9546,Researcher_B,61,61
B9547,Researcher_C,33,41
B9549,Researcher_A,64,61
B9550,Researcher_A,3,47
B9552,Researcher_A,111,57
B9554,Researcher_B,10,89
B9556,Researcher_B,72,81
B9557,Researcher_C,14,16
B9558,Researcher_B,108,52
B9559,Researcher_A,50,37
B9563,Researcher_A,27,87
B9565,Researcher_B,109,74
B9568,Researcher_A,101,59
B9570,Researcher_C,103,42
B9572,Researcher_B,115,42
B9573,Researcher_B,22,80
B9575,Researcher_C,107,57
B9580,Researcher_B,110,1
B9581,Researcher_C,93,85
B9584,Researcher_B,94,36
B9585,Researcher_C,114,88
B9586,Researcher_A,58,32
B9594,Researcher_B,40,31
B9596,Researcher_B,55,99
B9597,Researcher_A,84,44
B9600,Researcher_C,21,15
B9601,Researcher_C,106,33
B9602,Researcher_B,13,40
B9603,Researcher_A,112,11
B9604,Researcher_C,57,63
B9605,Researcher_A,31,64
B9606,Researcher_B,4,84
B9608,Researcher_A,55,30
B9610,Researcher_A,15,11
B9611,Researcher_A,8,2
B9613,Researcher_B,111,20
B9614,Researcher_C,89,59
B9615,Researcher_A,4,86
B9617,Researcher_A,119,35
B9619,Researcher_A,22,68
B9621,Researcher_C,21,69
B9622,Researcher_A,104,51
B9626,Researcher_C,95,74
B9629,Researcher_B,70,59
B9631,Researcher_B,104,74
B9632,Researcher_A,76,28
B9633,Researcher_A,5,2
B9634,Researcher_A,81,32
B9636,Researcher_B,98,78
B9641,Researcher_C,12,1
B9642,Researcher_B,33,56
B9643,Researcher_C,55,53
B9645,Researcher_C,28,38
B9646,Researcher_A,101,40
B9650,Researcher_C,111,7
B9653,Researcher_B,107,21
B9654,Researcher_C,25,12
B9657,Researcher_C,22,97
B9660,Researcher_B,26,93
B9661,Researcher_B,11,47
B9667,Researcher_B,113,87
B9670,Researcher_C,36,19
B9674,Researcher_C,13,79
B9675,Researcher_B,103,48
B9676,Researcher_C,87,36
B9678,Researcher_C,32,26
B9679,Researcher_C,105,45
B9682,Researcher_B,115,69
B9683,Researcher_A,24,35
B9684,Researcher_C,42,35
B9687,Researcher_C,34,24
B9688,Researcher_C,92,5
B9689,Researcher_A,112,45
B9690,Researcher_C,31,65
B9691,Researcher_C,105,19
B9693,Researcher_C,26,20
B9695,Researcher_A,32,43
B9696,Researcher_C,91,93
B9698,Researcher_B,84,9
B9699,Researcher_B,7,72
B9700,Researcher_C,52,95
B9705,Researcher_A,49,86
B9706,Researcher_C,101,73
B9708,Researcher_C,5,62
B9709,Researcher_A,1,14
B9711,Researcher_C,43,83
B9713,Researcher_C,19,64
B9714,Researcher_C,55,92
B9717,Researcher_B,30,64
B9718,Researcher_B,86,25
B9719,Researcher_A,46,72
B9721,Researcher_C,29,16
B9723,Researcher_B,95,20
B9725,Researcher_A,33,13
B9728,Researcher_B,72,22
B9730,Researcher_B,42,76
B9731,Researcher_B,70,78
B9732,Researcher_B,105,40
B9733,Researcher_C,94,9
B9735,Researcher_C,112,94
B9737,Researcher_A,27,26
B9739,Researcher_C,15,66
B9740,Researcher_A,94,24
B9742,Researcher_C,69,68
B9743,Researcher_C,81,91
B9744,Researcher_B,62,53
B9746,Researcher_B,39,50
B9747,Researcher_B,72,87
B9748,Researcher_B,62,41
B9749,Researcher_B,20,29
B9750,Researcher_C,23,62
B9752,Researcher_B,109,23
B9753,Researcher_A,1,72
B9754,Researcher_B,109,36
B9755,Researcher_B,88,89
B9756,Researcher_A,117,27
B9757,Researcher_C,114,42
B9758,Researcher_B,4,44
B9768,Researcher_C,102,9
B9769,Researcher_B,33,71
B9771,Researcher_C,114,95
B9772,Researcher_A,42,88
B9776,Researcher_A,89,16
B9778,Researcher_B,3,76
B9779,Researcher_A,79,94
B9780,Researcher_C,77,67
B9782,Researcher_A,67,47
B9783,Researcher_C,118,41
B9786,Researcher_A,9,48
B9788,Researcher_B,27,27
B9792,Researcher_A,31,28
B9793,Researcher_C,58,1
B9794,Researcher_B,82,73
B9795,Researcher_C,89,18
B9796,Researcher_A,86,64
B9799,Researcher_B,115,25
B9802,Researcher_C,57,41
B9805,Researcher_A,32,15
B9807,Researcher_B,41,80
B9809,Researcher_A,64,85
B9810,Researcher_C,99,61
B9814,Researcher_B,119,3
B9816,Researcher_C,85,52
B9817,Researcher_A,46,66
B9818,Researcher_B,110,74
B9821,Researcher_B,6,79
B9823,Researcher_A,84,25
B9824,Researcher_C,31,89
B9827,Researcher_B,54,76
B9828,Researcher_C,46,59
B9829,Researcher_C,79,32
B9831,Researcher_A,67,96
B9832,Researcher_A,65,22
B9833,Researcher_A,61,3
B9834,Researcher_B,74,37
B9835,Researcher_C,32,67
B9836,Researcher_C,68,27
B9837,Researcher_C,25,72
B9842,Researcher_C,49,76
B9843,Researcher_B,57,58
B9844,Researcher_B,115,75
B9845,Researcher_C,104,47
B9847,Researcher_B,40,34
B9851,Researcher_A,113,86
B9852,Researcher_B,99,68
B9853,Researcher_A,20,64
B9854,Researcher_B,65,98
B9856,Researcher_B,112,66
B9858,Researcher_A,110,39
B9859,Researcher_B,73,75
B9860,Researcher_B,68,54
B9863,Researcher_C,63,72
B9866,Researcher_A,6,98
B9867,Researcher_C,100,60
B9869,Researcher_B,88,58
B9871,Researcher_A,27,49
B9876,Researcher_A,13,98
B9878,Researcher_A,109,40
B9879,Researcher_C,90,8
B9882,Researcher_C,68,41
B9884,Researcher_B,84,47
B9886,Researcher_A,97,36
B9889,Researcher_B,73,58
B9892,Researcher_C,12,38
B9896,Researcher_A,104,54
B9897,Researcher_C,90,68
B9898,Researcher_B,78,72
B9899,Researcher_A,112,86
B9900,Researcher_B,52,12
B9903,Researcher_B,30,60
B9904,Researcher_A,96,49
B9905,Researcher_C,5,4
B9906,Researcher_C,45,6
B9907,Researcher_B,21,90
B9909,Researcher_C,111,38
B9910,Researcher_C,1,37
B9911,Researcher_A,73,74
B9913,Researcher_C,67,3
B9914,Researcher_C,82,74
B9915,Researcher_C,47,58
B9924,Researcher_B,107,59
B9925,Researcher_A,14,44
B9926,Researcher_C,91,65
B9928,Researcher_A,100,31
B9929,Researcher_C,31,2
B9932,Researcher_B,9,38
B9934,Researcher_C,8,24
B9935,Researcher_C,93,17
B9937,Researcher_A,26,92
B9940,Researcher_B,26,76
B9943,Researcher_A,66,69
B9946,Researcher_B,98,32
B9949,Researcher_C,7,16
B9952,Researcher_C,109,10
B9953,Researcher_C,22,82
B9955,Researcher_A,54,15
B9956,Researcher_A,2,28
B9957,Researcher_C,58,90
B9958,Researcher_A,40,6
B9960,Researcher_B,104,43
B9961,Researcher_A,102,24
B9962,Researcher_A,92,59
B9963,Researcher_B,71,66
B9967,Researcher_B,56,23
B9969,Researcher_B,16,44
B9970,Researcher_A,6,61
B9973,Researcher_C,44,90
B9976,Researcher_A,101,20
B9980,Researcher_C,91,3
B9983,Researcher_A,13,72
B9984,Researcher_C,20,7
B9985,Researcher_A,108,11
B9987,Researcher_A,56,16
B9988,Researcher_C,82,68
B9994,Researcher_B,18,27
B9997,Researcher_B,19,13
B9999,Researcher_B,47,21
B10001,Researcher_C,3,40
B10004,Researcher_B,4,30
B10005,Researcher_C,93,88
B10006,Researcher_C,4,94
B10007,Researcher_A,67,40
B10011,Researcher_B,6,69
B10012,Researcher_A,49,38
B10015,Researcher_A,67,79
B10016,Researcher_B,74,15
B10017,Researcher_B,78,11
B10020,Researcher_A,66,86
B10023,Researcher_B,117,46
B10024,Researcher_A,77,87
B10032,Researcher_C,38,16
B10033,Researcher_B,30,91
B10035,Researcher_B,30,40
B10038,Researcher_B,42,1
B10039,Researcher_B,101,91
B10040,Researcher_A,8,64
B10041,Researcher_A,101,37
B10044,Researcher_B,14,79
B10049,Researcher_A,34,84
B10053,Researcher_A,19,33
B10055,Researcher_C,55,4
B10056,Researcher_C,5,87
B10057,Researcher_A,72,24
B10058,Researcher_A,22,30
B10059,Researcher_C,45,5
B10060,Researcher_B,2,11
B10062,Researcher_A,33,76
B10063,Researcher_C,69,39
B10065,Researcher_A,97,60
B10068,Researcher_A,67,10
B10069,Researcher_C,101,37
B10073,Researcher_B,23,6
B10074,Researcher_A,110,20
B10076,Researcher_A,57,89
B10084,Researcher_C,25,40
B10085,Researcher_B,86,34
B10093,Researcher_C,77,29
B10100,Researcher_B,66,39
B10104,Researcher_A,110,23
B10106,Researcher_A,52,8
B10107,Researcher_C,112,59
B10108,Researcher_A,4,41
B10109,Researcher_A,27,81
B10113,Researcher_A,109,35
B10114,Researcher_A,65,35
B10115,Researcher_A,42,49
B10119,Researcher_A,104,99
B10120,Researcher_C,77,88
B10123,Researcher_A,55,54
B10124,Researcher_B,87,56
B10126,Researcher_B,23,50
B10127,Researcher_C,51,84
B10128,Researcher_A,60,99
B10131,Researcher_A,95,83
B10132,Researcher_B,114,56
B10133,Researcher_A,111,5
B10137,Researcher_C,29,8
B10140,Researcher_C,100,94
B10144,Researcher_A,81,77
B10150,Researcher_A,92,47
B10151,Researcher_B,39,87
B10154,Researcher_C,37,31
B10155,Researcher_B,79,78
B10158,Researcher_B,94,4
B10159,Researcher_A,30,23
B10161,Researcher_A,52,54
B10163,Researcher_A,100,5
B10168,Researcher_B,81,1
B10172,Researcher_A,15,44
B10174,Researcher_B,47,82
B10176,Researcher_B,17,78
B10177,Researcher_A,119,27
B10178,Researcher_B,50,2
B10180,Researcher_B,98,75
B10181,Researcher_A,46,16
B10183,Researcher_C,63,75
B10184,Researcher_A,8,47
B10188,Researcher_C,90,27
B10190,Researcher_A,36,50
B10191,Researcher_B,11,57
B10192,Researcher_C,30,8
B10196,Researcher_C,93,33
B10197,Researcher_C,66,71
B10198,Researcher_A,8,34
B10199,Researcher_A,35,78
B10200,Researcher_A,4,1
B10201,Researcher_B,63,84
B10203,Researcher_B,83,42
B10206,Researcher_A,86,86
B10207,Researcher_B,78,75
B10208,Researcher_B,6,75
B10209,Researcher_A,72,20
B10213,Researcher_B,101,76
B10215,Researcher_A,5,79
B10217,Researcher_B,55,66
B10221,Researcher_C,81,95
B10222,Researcher_C,88,82
B10223,Researcher_C,64,80
B10225,Researcher_C,108,88
B10227,Researcher_C,102,81
B10228,Researcher_B,24,23
B10229,Researcher_C,47,75
B10231,Researcher_C,55,22
B10232,Researcher_A,116,2
B10236,Researcher_C,46,39
B10237,Researcher_C,50,18
B10240,Researcher_A,85,23
B10242,Researcher_C,70,66
B10243,Researcher_B,46,33
B10245,Researcher_A,59,37
B10247,Researcher_B,28,35
B10248,Researcher_B,25,26
B10250,Researcher_A,47,16
B10253,Researcher_C,73,17
B10254,Researcher_B,87,60
B10255,Researcher_C,1,37
B10256,Researcher_A,85,22
B10258,Researcher_B,65,77
B10259,Researcher_B,114,28
B10260,Researcher_A,17,91
B10262,Researcher_C,8,96
B10264,Researcher_B,34,9
B10265,Researcher_B,63,7
B10267,Researcher_A,20,76
B10268,Researcher_B,53,55
B10270,Researcher_C,58,34
B10272,Researcher_B,109,80
B10273,Researcher_B,61,1
B10274,Researcher_C,112,64
B10275,Researcher_A,88,26
B10277,Researcher_A,29,27
B10279,Researcher_A,98,36
B10283,Researcher_C,3,24
B10285,Researcher_A,24,68
B10287,Researcher_B,93,46
B10288,Researcher_B,94,79
B10290,Researcher_A,50,28
B10291,Researcher_B,24,67
B10292,Researcher_A,108,88
B10293,Researcher_A,58,60
B10294,Researcher_A,2,49
B10297,Researcher_B,17,18
B10302,Researcher_B,90,67
B10305,Researcher_A,5,54
B10307,Researcher_C,67,82
B10308,Researcher_B,25,23
B10309,Researcher_A,52,82
B10310,Researcher_A,54,24
B10312,Researcher_B,13,26
B10315,Researcher_A,58,73
B10319,Researcher_B,31,57
B10320,Researcher_A,80,63
B10322,Researcher_B,28,15
B10324,Researcher_A,19,23
